row_A,openhermes_index,source,category,turns,chars,group_Llama-8B,group_Llama-70B,group_Qwen-14B
1296,463652,metamath,,2,478,0,0,0
1297,327027,glaive-code-assist,,2,1612,0,1,1
1298,614551,,,3,3360,2,0,1
1299,943143,UnnaturalInstructions,,2,520,0,0,0
1300,581572,,,3,9064,1,1,1
1301,325260,glaive-code-assist,,2,2340,0,1,1
1302,769521,,,3,1751,2,1,0
1303,945480,UnnaturalInstructions,,2,217,0,0,1
1304,136529,cot_alpaca_gpt4,,2,2341,0,0,0
1305,406768,GPT-4 Comparison Data,,2,939,0,0,0
1306,267603,glaive-code-assist,,2,1713,0,1,1
1307,408025,GPT-4 Comparison Data,,2,508,0,0,0
1308,744598,,,3,11953,1,0,0
1309,662117,,,3,676,1,0,0
1310,414283,,,2,659,0,1,0
1311,617316,,,3,591,2,1,1
1312,236181,glaive-code-assist,,2,1557,0,1,1
1313,615687,,,2,641,0,0,0
1314,916948,platypus,,2,436,0,0,1
1315,612531,,,2,2185,0,1,0
1316,587648,,,3,1372,2,1,0
1317,974027,,,2,3018,2,1,1
1318,108396,CamelAI,,2,3185,0,1,0
1319,814841,,,3,374,2,1,1
1320,452115,metamath,,2,466,0,0,1
1321,970779,,,2,3292,0,1,1
1322,464715,metamath,,2,387,0,0,0
1323,567675,,,3,2442,2,1,0
1324,962265,,,2,3126,0,1,1
1325,832807,,,3,1112,2,1,1
1326,497981,metamath,,2,1683,0,0,1
1327,51323,CamelAI,,2,1720,0,0,1
1328,478001,metamath,,2,914,0,0,0
1329,144965,cot_alpaca_gpt4,,2,120,0,0,1
1330,602735,,,3,5901,2,0,0
1331,28501,airoboros2.2,coding,2,2888,0,1,0
1332,559089,,,3,2370,0,0,0
1333,146775,cot_alpaca_gpt4,,2,790,0,1,1
1334,391363,glaive-code-assist,,2,1541,0,1,1
1335,50170,CamelAI,,2,253,0,0,0
1336,893216,,,3,1959,2,1,0
1337,374906,glaive-code-assist,,2,1502,0,1,1
1338,168570,EvolInstruct_70k,,2,1951,0,0,1
1339,725056,,,3,2239,2,1,0
1340,75976,CamelAI,,2,1033,0,1,1
1341,207702,EvolInstruct_70k,,2,1759,0,0,1
1342,716500,,,3,642,2,1,0
1343,62204,CamelAI,,2,1319,0,1,1
1344,995213,,,2,1694,0,1,1
1345,605426,,,3,4918,2,1,1
1346,804919,,,3,11689,1,0,0
1347,249228,glaive-code-assist,,2,1648,0,1,1
1348,440330,lmsys1m,,2,1120,0,0,1
1349,205652,EvolInstruct_70k,,2,2413,0,1,0
1350,202837,EvolInstruct_70k,,2,196,0,0,0
1351,308614,glaive-code-assist,,2,1528,0,1,1
1352,188935,EvolInstruct_70k,,2,396,0,0,1
1353,43430,CamelAI,,2,3512,0,1,0
1354,340724,glaive-code-assist,,2,1800,0,1,0
1355,656784,,,3,934,2,0,1
1356,471698,metamath,,2,654,0,0,0
1357,359127,glaive-code-assist,,2,6019,0,0,1
1358,368601,glaive-code-assist,,2,1330,0,1,1
1359,251709,glaive-code-assist,,2,773,0,1,0
1360,5207,airoboros2.2,orca,2,866,0,0,1
1361,925972,platypus,,2,1298,0,0,1
1362,268818,glaive-code-assist,,2,1599,0,1,0
1363,595483,,,3,714,2,0,1
1364,763908,,,3,2400,2,1,0
1365,85254,CamelAI,,2,2486,0,0,1
1366,92421,CamelAI,,2,2263,0,1,1
1367,258179,glaive-code-assist,,2,1950,0,1,0
1368,538278,,,2,508,0,0,0
1369,280873,glaive-code-assist,,2,1399,0,1,0
1370,352458,glaive-code-assist,,2,4338,2,1,1
1371,342740,glaive-code-assist,,2,1296,0,0,1
1372,750554,,,3,986,1,1,1
1373,61090,CamelAI,,2,3226,0,0,1
1374,641295,,,3,1793,1,1,0
1375,265368,glaive-code-assist,,2,1250,0,0,0
1376,609262,,,3,1477,2,1,0
1377,638629,,,3,1056,2,1,0
1378,37222,CamelAI,,2,1540,0,1,1
1379,59417,CamelAI,,2,588,0,1,0
1380,593516,,,3,1146,2,1,0
1381,414519,,,2,216,0,0,0
1382,169539,EvolInstruct_70k,,2,1649,0,0,0
1383,321023,glaive-code-assist,,2,1690,0,0,0
1384,70781,CamelAI,,2,2853,0,0,0
1385,100366,CamelAI,,2,2204,0,0,1
1386,198806,EvolInstruct_70k,,2,1765,0,1,0
1387,468442,metamath,,2,424,0,0,1
1388,6326,airoboros2.2,orca,2,1305,0,0,1
1389,839408,,,3,829,1,1,0
1390,167576,EvolInstruct_70k,,2,128,0,0,1
1391,721142,,,3,2617,2,0,1
1392,100695,CamelAI,,2,730,0,1,0
1393,319849,glaive-code-assist,,2,2423,0,1,1
1394,956979,,,2,767,0,1,0
1395,748350,,,3,986,2,1,0
1396,371831,glaive-code-assist,,2,1741,0,1,0
1397,259711,glaive-code-assist,,2,1231,0,1,0
1398,952841,,,2,2823,0,0,0
1399,917954,platypus,,2,658,0,0,1
1400,965582,,,2,3023,0,1,1
1401,375137,glaive-code-assist,,2,5009,0,1,1
1402,197678,EvolInstruct_70k,,2,1049,0,0,0
1403,261377,glaive-code-assist,,2,1150,0,1,1
1404,921511,platypus,,2,720,0,0,1
1405,408023,GPT-4 Comparison Data,,2,623,0,1,0
1406,224549,glaive-code-assist,,2,2075,0,1,1
1407,249758,glaive-code-assist,,2,2087,0,1,1
1408,664432,,,3,506,1,0,0
1409,580657,,,3,5336,1,0,0
1410,126113,cot_alpaca_gpt4,,2,2061,0,1,1
1411,494716,metamath,,2,644,0,0,0
1412,17868,airoboros2.2,misconception,2,441,0,1,0
1413,27480,airoboros2.2,orca,2,1091,0,1,1
1414,925309,platypus,,2,850,0,0,1
1415,592919,,,3,2922,2,1,1
1416,250899,glaive-code-assist,,2,2154,0,1,0
1417,200846,EvolInstruct_70k,,2,2004,0,0,1
1418,296668,glaive-code-assist,,2,720,0,1,0
1419,745963,,,3,4102,2,0,1
1420,231160,glaive-code-assist,,2,1976,0,1,0
1421,674357,,,3,782,2,0,0
1422,623420,,,3,3079,1,1,0
1423,532294,,,3,808,2,0,1
1424,354261,glaive-code-assist,,2,1580,0,0,0
1425,189653,EvolInstruct_70k,,2,697,0,1,1
1426,52082,CamelAI,,2,3048,0,1,1
1427,649314,,,3,2080,2,1,0
1428,140380,cot_alpaca_gpt4,,2,1815,0,0,0
1429,571190,,,3,603,2,0,0
1430,868684,,,3,1641,2,1,1
1431,761179,,,2,750,0,0,0
1432,421154,,,2,489,0,0,1
1433,449940,metamath,,2,409,0,0,0
1434,875809,,,3,3147,2,1,0
1435,654005,,,3,1033,1,1,0
1436,409158,GPT-4 Comparison Data,,2,504,0,1,1
1437,922525,platypus,,2,713,0,0,1
1438,847614,,,3,1768,2,1,0
1439,620568,,,3,2207,0,1,0
1440,522115,,,3,1494,2,1,1
1441,940150,,,4,709,0,1,1
1442,463497,metamath,,2,1133,0,0,0
1443,523205,,,2,372,0,1,1
1444,53605,CamelAI,,2,454,0,0,0
1445,494800,metamath,,2,1395,0,0,0
1446,735454,,,3,2457,2,1,0
1447,28080,airoboros2.2,trivia,3,188,2,1,1
1448,896191,,,3,1971,2,1,1
1449,833445,,,3,1228,2,1,0
1450,668793,,,3,686,2,0,1
1451,427729,,,2,1112,0,1,0
1452,586331,,,3,8676,1,1,0
1453,397641,GPT-4 Comparison Data,,2,506,0,0,0
1454,694148,,,3,1584,2,1,0
1455,831178,,,3,353,2,0,1
1456,338112,glaive-code-assist,,2,1775,0,1,0
1457,813037,,,3,319,1,0,1
1458,168999,EvolInstruct_70k,,2,1516,0,0,1
1459,69269,CamelAI,,2,4360,0,0,1
1460,116608,LMSys Chatbot Arena,,2,328,0,0,0
1461,582614,,,3,890,1,1,0
1462,672603,,,3,2128,2,1,0
1463,180525,EvolInstruct_70k,,2,1318,0,0,0
1464,101056,CamelAI,,2,3376,0,1,1
1465,441792,lmsys1m,,2,342,0,0,1
1466,272437,glaive-code-assist,,2,1489,0,1,0
1467,476951,metamath,,2,790,0,0,0
1468,460198,metamath,,2,566,0,0,0
1469,513512,,,3,1572,2,1,0
1470,555062,,,3,1624,2,1,0
1471,507488,,,3,824,2,1,0
1472,700618,,,3,962,2,0,0
1473,529997,,,3,2254,2,1,0
1474,440376,lmsys1m,,4,1262,0,0,0
1475,144693,cot_alpaca_gpt4,,2,1643,0,0,1
1476,919774,platypus,,2,1246,0,0,1
1477,150766,cot_alpaca_gpt4,,2,219,0,0,0
1478,32534,airoboros2.2,general,2,227,0,0,1
1479,520128,,,2,394,0,0,0
1480,891095,,,3,1415,2,1,0
1481,681538,,,3,1701,2,1,0
1482,336273,glaive-code-assist,,2,1354,0,1,0
1483,100614,CamelAI,,2,259,0,0,0
1484,530864,,,3,409,2,1,1
1485,79230,CamelAI,,2,425,0,0,0
1486,872091,,,3,1282,2,1,0
1487,937181,platypus,,2,1359,0,0,1
1488,371047,glaive-code-assist,,2,1015,0,0,1
1489,423313,,,2,824,0,0,0
1490,514106,,,3,2452,2,0,0
1491,705402,,,3,1123,1,1,0
1492,692079,,,3,3371,1,1,0
1493,375966,glaive-code-assist,,2,1982,2,1,1
1494,272060,glaive-code-assist,,2,875,0,1,1
1495,24073,airoboros2.2,multiple_choice,2,654,0,1,1
1496,609993,,,3,473,1,0,1
1497,776468,,,3,1064,2,1,0
1498,158575,cot_alpaca_gpt4,,2,647,0,1,1
1499,539163,,,3,1176,2,1,1
1500,910136,,,3,2819,2,1,0
1501,21849,airoboros2.2,general,2,2409,0,1,0
1502,939227,,,4,2592,0,1,1
1503,361468,glaive-code-assist,,2,1424,0,1,1
1504,976523,,,2,1888,0,0,0
1505,283899,glaive-code-assist,,2,961,0,0,1
1506,803566,,,2,477,0,0,0
1507,435390,,,2,353,0,1,0
1508,860664,,,3,1064,2,1,0
1509,345257,glaive-code-assist,,2,3538,2,1,1
1510,870446,,,3,1923,2,1,1
1511,987542,,,2,1395,0,1,0
1512,599934,,,3,2890,2,1,0
1513,21266,airoboros2.2,orca,2,808,0,0,1
1514,70135,CamelAI,,2,3008,0,1,1
1515,748829,,,3,769,2,1,0
1516,42161,CamelAI,,2,1757,0,0,1
1517,851882,,,3,605,2,1,0
1518,618150,,,3,1178,2,1,0
1519,85669,CamelAI,,2,1183,0,0,0
1520,783531,,,3,969,2,1,0
1521,118953,LMSys Chatbot Arena,,2,604,0,1,1
1522,775939,,,3,2878,2,1,0
1523,588618,,,3,1966,2,1,0
1524,675318,,,3,1607,2,0,0
1525,60472,CamelAI,,2,692,0,0,1
1526,809602,,,3,1485,2,1,0
1527,79614,CamelAI,,2,1569,0,1,1
1528,107137,CamelAI,,2,3639,0,0,1
1529,997000,,,2,781,0,1,1
1530,461722,metamath,,2,592,0,0,0
1531,221506,glaive-code-assist,,2,2702,0,1,1
1532,532697,,,3,697,1,1,0
1533,620221,,,3,1270,2,1,1
1534,537601,,,3,1370,2,0,0
1535,242530,glaive-code-assist,,2,1115,0,1,1
1536,791517,,,3,1540,2,1,0
1537,250635,glaive-code-assist,,2,1311,0,0,1
1538,620126,,,3,1925,2,1,0
1539,134564,cot_alpaca_gpt4,,2,147,0,0,1
1540,879996,,,3,1538,2,0,0
1541,691369,,,3,783,2,1,1
1542,514549,,,3,875,2,0,0
1543,202278,EvolInstruct_70k,,2,1469,0,0,0
1544,587256,,,3,4847,2,1,0
1545,338007,glaive-code-assist,,2,1558,0,1,0
1546,296269,glaive-code-assist,,2,719,0,1,1
1547,763154,,,3,719,2,1,0
1548,350245,glaive-code-assist,,2,1492,0,1,0
1549,31888,airoboros2.2,trivia,3,189,2,1,1
1550,466789,metamath,,2,1091,0,0,1
1551,784344,,,3,577,2,0,1
1552,833283,,,3,1368,1,1,0
1553,18851,airoboros2.2,general,2,1085,0,1,1
1554,893184,,,3,1924,2,1,0
1555,708661,,,3,1635,2,0,0
1556,782285,,,3,811,1,0,0
1557,29646,airoboros2.2,writing,2,6160,0,1,0
1558,968947,,,2,2263,0,1,1
1559,964508,,,2,3351,0,1,1
1560,613148,,,3,1066,1,1,0
1561,32841,airoboros2.2,trivia,3,187,1,1,1
1562,886213,,,3,1453,2,1,0
1563,801763,,,3,1225,2,1,0
1564,943685,UnnaturalInstructions,,2,246,0,0,1
1565,482847,metamath,,2,375,0,0,0
1566,659272,,,3,947,2,1,0
1567,431697,,,2,372,0,0,0
1568,186551,EvolInstruct_70k,,2,2540,0,0,0
1569,760627,,,3,1504,1,0,0
1570,842220,,,3,737,2,0,0
1571,340890,glaive-code-assist,,2,2034,0,1,0
1572,889246,,,3,1547,2,1,1
1573,818796,,,3,3496,2,1,1
1574,267824,glaive-code-assist,,2,1560,0,1,0
1575,213172,EvolInstruct_70k,,2,2398,0,0,0
1576,560178,,,3,1253,2,1,0
1577,500841,metamath,,2,374,0,0,0
1578,412367,,,2,166,0,0,0
1579,676753,,,3,1524,2,1,0
1580,339276,glaive-code-assist,,2,1538,0,0,0
1581,910485,,,3,3542,2,1,0
1582,170600,EvolInstruct_70k,,2,1682,0,1,1
1583,301258,glaive-code-assist,,2,1408,0,1,1
1584,278004,glaive-code-assist,,2,1270,0,1,1
1585,320461,glaive-code-assist,,2,910,0,1,0
1586,257434,glaive-code-assist,,2,681,0,1,1
1587,842545,,,3,1238,1,1,0
1588,167270,EvolInstruct_70k,,2,537,0,0,1
1589,426086,,,2,883,0,1,1
1590,908181,,,3,4992,2,0,0
1591,986989,,,2,3259,0,1,1
1592,842361,,,3,2125,2,0,0
1593,733313,,,3,889,1,0,0
1594,978800,,,2,4386,0,1,0
1595,644624,,,3,566,2,1,0
1596,729756,,,3,456,2,1,1
1597,215052,glaive-code-assist,,2,1364,0,1,0
1598,956477,,,2,4357,0,1,1
1599,602774,,,3,1429,2,1,0
1600,776942,,,3,629,1,0,0
1601,532579,,,2,546,0,1,0
1602,212528,EvolInstruct_70k,,2,1012,0,0,0
1603,724705,,,3,6146,2,1,0
1604,715928,,,3,239,1,0,1
1605,514236,,,3,1171,1,1,0
1606,679146,,,3,260,2,0,1
1607,202020,EvolInstruct_70k,,2,1700,0,0,1
1608,401458,GPT-4 Comparison Data,,2,205,0,0,0
1609,905014,,,3,2202,1,1,0
1610,103492,CamelAI,,2,2371,0,0,1
1611,556865,,,2,105,0,0,1
1612,3920,airoboros2.2,orca,2,570,0,1,1
1613,263843,glaive-code-assist,,2,1469,0,1,1
1614,927696,platypus,,2,739,0,1,1
1615,383965,glaive-code-assist,,2,1001,0,0,1
1616,698293,,,3,277,2,1,1
1617,211230,EvolInstruct_70k,,2,4384,0,1,1
1618,772100,,,3,1124,2,1,0
1619,810233,,,3,1936,0,1,0
1620,340233,glaive-code-assist,,2,1741,0,1,0
1621,695068,,,3,1516,2,0,0
1622,580226,,,3,10421,2,0,0
1623,122536,cot_alpaca_gpt4,,2,1719,0,0,1
1624,719837,,,3,820,2,1,0
1625,435197,,,2,708,0,1,0
1626,748031,,,3,872,1,1,1
1627,843102,,,3,1281,2,1,0
1628,498517,metamath,,2,783,0,0,1
1629,94811,CamelAI,,2,2425,2,0,1
1630,543898,,,3,951,2,0,0
1631,555882,,,3,448,2,1,1
1632,131401,cot_alpaca_gpt4,,2,957,0,0,0
1633,851569,,,3,615,2,0,0
1634,525199,,,3,1757,2,1,0
1635,638165,,,3,620,2,1,0
1636,261409,glaive-code-assist,,2,1444,0,1,1
1637,411511,,,2,199,0,0,0
1638,895443,,,3,2242,2,0,0
1639,653065,,,3,1572,2,0,0
1640,648845,,,3,1395,2,1,1
1641,650732,,,3,1180,1,1,0
1642,19359,airoboros2.2,coding,2,2896,0,1,1
1643,971352,,,2,2438,0,1,0
1644,2379,airoboros2.2,orca,2,928,0,0,1
1645,354190,glaive-code-assist,,2,3002,0,1,0
1646,809091,,,3,2486,2,0,0
1647,240427,glaive-code-assist,,2,1410,0,1,1
1648,589890,,,3,1312,2,1,0
1649,658376,,,3,1335,1,0,0
1650,960114,,,2,1509,0,1,0
1651,215129,glaive-code-assist,,2,2306,2,1,0
1652,940137,,,2,7879,0,1,1
1653,479155,metamath,,2,778,0,0,1
1654,607646,,,3,1720,1,0,0
1655,821017,,,3,1047,2,1,0
1656,314069,glaive-code-assist,,2,1255,0,1,1
1657,30431,airoboros2.2,general,2,3395,0,1,0
1658,931535,platypus,,2,1552,2,0,1
1659,232814,glaive-code-assist,,2,2416,0,1,1
1660,792529,,,3,635,2,1,0
1661,752218,,,2,1361,0,1,0
1662,126710,cot_alpaca_gpt4,,2,2100,0,1,1
1663,856711,,,3,1731,2,1,0
1664,785077,,,3,1164,2,0,0
1665,985368,,,2,2840,0,0,0
1666,925320,platypus,,2,509,0,0,1
1667,671243,,,3,1835,2,1,0
1668,549919,,,2,2347,0,0,0
1669,934469,platypus,,2,845,2,1,0
1670,130974,cot_alpaca_gpt4,,2,747,0,0,0
1671,158976,cot_alpaca_gpt4,,2,856,0,0,0
1672,521148,,,3,1750,2,0,1
1673,244600,glaive-code-assist,,2,1340,0,1,0
1674,45592,CamelAI,,2,2455,0,1,0
1675,858475,,,3,729,2,1,1
1676,796716,,,3,1303,2,0,0
1677,884968,,,3,1010,2,1,0
1678,727930,,,3,1499,2,0,0
1679,657507,,,3,692,2,1,1
1680,16119,airoboros2.2,coding,2,2024,0,1,0
1681,979102,,,2,2799,0,1,0
1682,686534,,,3,1622,2,1,0
1683,275863,glaive-code-assist,,2,816,0,1,0
1684,880073,,,3,1975,2,1,0
1685,47755,CamelAI,,2,2485,0,1,0
1686,160038,cot_alpaca_gpt4,,2,532,0,1,0
1687,227866,glaive-code-assist,,2,3048,0,0,1
1688,652597,,,3,578,1,1,0
1689,412216,,,2,345,0,0,0
1690,229172,glaive-code-assist,,2,1728,0,1,1
1691,955327,,,2,4803,0,1,1
1692,939470,,,8,2590,0,0,1
1693,961682,,,2,2557,0,1,1
1694,498870,metamath,,2,514,0,0,1
1695,512512,,,3,807,1,1,0
1696,204034,EvolInstruct_70k,,2,1982,0,0,0
1697,117705,LMSys Chatbot Arena,,2,264,0,0,0
1698,551222,,,3,879,2,1,0
1699,429482,,,2,559,0,0,1
1700,914442,,,3,1573,2,1,0
1701,413287,,,2,321,0,0,0
1702,166800,EvolInstruct_70k,,2,164,0,1,0
1703,725986,,,3,875,2,1,0
1704,518993,,,3,1864,1,1,1
1705,969335,,,2,6011,2,1,0
1706,493802,metamath,,2,953,0,0,0
1707,911321,,,3,749,2,1,1
1708,692952,,,3,1347,2,1,0
1709,564476,,,3,926,2,1,0
1710,755940,,,3,7279,2,1,0
1711,147231,cot_alpaca_gpt4,,2,1244,0,0,0
1712,554869,,,3,2208,2,1,0
1713,290452,glaive-code-assist,,2,1711,0,1,1
1714,626790,,,3,1474,2,1,0
1715,150383,cot_alpaca_gpt4,,2,264,0,1,0
1716,36056,CamelAI,,2,1911,0,1,1
1717,796772,,,3,2438,1,1,0
1718,459254,metamath,,2,505,0,0,1
1719,255354,glaive-code-assist,,2,678,0,0,1
1720,704361,,,3,2346,1,1,0
1721,599690,,,3,414,2,0,1
1722,428847,,,2,1183,0,0,0
1723,443786,CogStackMed,,2,1028,0,1,0
1724,490138,metamath,,2,464,0,0,0
1725,168715,EvolInstruct_70k,,2,2031,0,0,0
1726,168592,EvolInstruct_70k,,2,1011,0,0,0
1727,350368,glaive-code-assist,,2,1668,1,1,1
1728,314842,glaive-code-assist,,2,912,0,1,0
1729,317931,glaive-code-assist,,2,808,0,0,0
1730,831497,,,3,693,2,1,0
1731,644452,,,3,308,1,0,1
1732,741916,,,3,1437,2,1,0
1733,166177,EvolInstruct_70k,,2,212,0,0,1
1734,72100,CamelAI,,2,1318,0,0,1
1735,541876,,,3,969,2,1,0
1736,288618,glaive-code-assist,,2,1648,0,1,1
1737,792850,,,3,777,2,1,1
1738,580275,,,3,1506,1,1,0
1739,595567,,,3,2757,2,1,0
1740,80453,CamelAI,,2,1982,0,0,1
1741,265952,glaive-code-assist,,2,1694,0,1,1
1742,696864,,,3,1931,2,1,0
1743,685110,,,3,1437,1,1,0
1744,409313,GPT-4 Comparison Data,,2,142,0,1,0
1745,161918,Econ_domain_expert,,2,3629,0,1,1
1746,226589,glaive-code-assist,,2,1649,0,1,1
1747,243557,glaive-code-assist,,2,945,0,0,1
1748,836344,,,3,1657,1,1,0
1749,369604,glaive-code-assist,,2,1255,0,1,1
1750,969181,,,2,1288,0,1,1
1751,884653,,,3,1957,2,1,0
1752,514192,,,3,1911,2,1,0
1753,817335,,,3,2314,2,1,0
1754,823641,,,3,2362,0,0,0
1755,942767,UnnaturalInstructions,,2,178,0,0,1
1756,487603,metamath,,2,546,0,0,1
1757,435264,,,2,1201,0,1,0
1758,747232,,,3,2744,2,1,0
1759,301735,glaive-code-assist,,2,2033,0,1,1
1760,5019,airoboros2.2,coding,2,1369,0,1,0
1761,115060,caseus_custom,,2,256,0,1,0
1762,800358,,,3,950,2,1,0
1763,395601,glaive-code-assist,,2,2073,0,1,0
1764,908589,,,3,804,2,0,0
1765,520511,,,3,1526,2,1,0
1766,102154,CamelAI,,2,2894,0,1,1
1767,134361,cot_alpaca_gpt4,,2,328,0,0,0
1768,128908,cot_alpaca_gpt4,,2,557,0,0,0
1769,71310,CamelAI,,2,1364,0,0,1
1770,917217,platypus,,2,949,0,0,1
1771,794669,,,3,692,1,0,0
1772,33578,airoboros2.2,orca,2,4088,0,0,1
1773,272956,glaive-code-assist,,2,2180,0,1,1
1774,866325,,,3,2017,2,1,0
1775,974650,,,2,2865,0,0,0
1776,642014,,,2,488,0,0,0
1777,772104,,,3,1012,2,1,1
1778,788895,,,3,1632,2,1,0
1779,738973,,,3,1203,2,1,1
1780,942361,UnnaturalInstructions,,2,564,1,0,0
1781,284075,glaive-code-assist,,2,815,0,1,0
1782,792320,,,3,931,2,0,1
1783,824279,,,3,2598,2,1,0
1784,682956,,,3,1047,2,1,0
1785,653375,,,3,1427,2,1,1
1786,54116,CamelAI,,2,370,0,0,1
1787,188112,EvolInstruct_70k,,2,1547,0,0,1
1788,412886,,,2,486,0,1,0
1789,8723,airoboros2.2,roleplay,2,1114,0,1,0
1790,221503,glaive-code-assist,,2,1957,0,1,1
1791,445931,CogStackMed,,2,222,0,0,1
1792,590997,,,3,2525,2,1,0
1793,882067,,,3,1606,2,1,0
1794,886564,,,3,3922,2,1,0
1795,844743,,,3,863,1,1,0
1796,860860,,,3,1676,2,1,0
1797,34327,airoboros2.2,orca,2,2206,0,0,1
1798,646357,,,2,379,0,0,1
1799,826622,,,3,672,1,0,0
1800,619893,,,3,1100,1,1,0
1801,603187,,,3,738,2,1,0
1802,114365,caseus_custom,,2,261,0,1,1
1803,40634,CamelAI,,2,3539,0,0,1
1804,289474,glaive-code-assist,,2,959,0,0,1
1805,598290,,,2,2009,0,1,0
1806,834438,,,3,3320,2,1,0
1807,330156,glaive-code-assist,,2,1166,0,0,0
1808,901221,,,3,1584,1,1,0
1809,205846,EvolInstruct_70k,,2,1817,0,1,0
1810,589234,,,3,953,1,1,0
1811,884992,,,3,3127,2,1,0
1812,201959,EvolInstruct_70k,,2,1329,0,0,0
1813,587766,,,3,976,2,1,0
1814,453653,metamath,,2,1646,0,1,0
1815,853115,,,3,1627,2,1,0
1816,342498,glaive-code-assist,,2,2073,0,1,1
1817,589851,,,3,2709,2,1,0
1818,227075,glaive-code-assist,,2,1546,0,1,1
1819,289978,glaive-code-assist,,2,859,0,0,0
1820,437606,,,2,236,0,1,1
1821,542371,,,3,2466,1,0,0
1822,616119,,,3,1387,1,1,1
1823,27619,airoboros2.2,stylized_response,3,1403,1,0,0
1824,719247,,,3,1067,2,1,0
1825,21808,airoboros2.2,theory_of_mind,2,867,0,1,0
1826,788887,,,3,1874,2,1,0
1827,716159,,,3,1792,2,0,1
1828,198234,EvolInstruct_70k,,2,1219,0,0,0
1829,75466,CamelAI,,2,867,0,0,1
1830,609231,,,3,688,2,0,1
1831,806967,,,3,815,1,1,1
1832,435770,,,2,619,0,1,0
1833,699029,,,3,802,2,1,1
1834,459914,metamath,,2,484,0,0,1
1835,69613,CamelAI,,2,1115,0,0,1
1836,226068,glaive-code-assist,,2,2415,1,1,1
1837,822818,,,3,394,2,0,1
1838,877130,,,3,903,2,1,0
1839,932045,platypus,,2,2477,0,1,0
1840,19129,airoboros2.2,riddle,2,100,0,0,1
1841,904761,,,3,2309,1,1,0
1842,695089,,,3,570,0,1,1
1843,270168,glaive-code-assist,,2,1081,0,1,0
1844,498775,metamath,,2,679,0,0,1
1845,353570,glaive-code-assist,,2,2298,0,1,1
1846,586648,,,3,524,2,0,0
1847,894708,,,3,1856,2,1,0
1848,507568,,,3,950,1,0,1
1849,464074,metamath,,2,519,0,0,1
1850,396634,GPT-4 Comparison Data,,2,130,0,0,1
1851,533430,,,3,695,0,1,0
1852,754564,,,3,1943,2,1,0
1853,559222,,,3,978,2,1,0
1854,899821,,,3,1357,2,1,0
1855,910667,,,3,1189,2,0,0
1856,281616,glaive-code-assist,,2,3191,0,1,1
1857,52296,CamelAI,,2,3000,0,0,1
1858,816319,,,3,1169,2,1,0
1859,900093,,,3,4949,2,1,0
1860,387635,glaive-code-assist,,2,2242,2,1,1
1861,677921,,,3,2517,2,1,0
1862,197666,EvolInstruct_70k,,2,2370,2,1,0
1863,819978,,,3,1715,1,1,1
1864,249659,glaive-code-assist,,2,1678,0,1,0
1865,267121,glaive-code-assist,,2,2348,0,1,1
1866,564847,,,2,2047,0,1,0
1867,817695,,,3,1242,2,1,0
1868,45495,CamelAI,,2,3033,0,1,1
1869,611575,,,3,3963,2,1,1
1870,739956,,,3,960,2,1,0
1871,822592,,,3,2893,2,1,0
1872,154981,cot_alpaca_gpt4,,2,624,0,0,1
1873,111553,CamelAI,,2,2650,0,0,0
1874,411815,,,2,379,0,0,0
1875,500304,metamath,,2,874,0,0,1
1876,998015,,,2,2534,1,1,1
1877,143296,cot_alpaca_gpt4,,2,182,0,0,0
1878,650251,,,3,3312,2,0,0
1879,430361,,,2,359,0,0,1
1880,808536,,,3,1596,2,1,0
1881,593838,,,3,2740,1,0,0
1882,764862,,,3,598,1,1,1
1883,948068,UnnaturalInstructions,,2,319,0,0,0
1884,272066,glaive-code-assist,,2,1687,0,1,1
1885,591682,,,3,1937,1,1,0
1886,978035,,,2,2167,0,1,1
1887,273470,glaive-code-assist,,2,2043,2,1,1
1888,140927,cot_alpaca_gpt4,,2,252,0,1,1
1889,146237,cot_alpaca_gpt4,,2,1751,0,0,0
1890,4368,airoboros2.2,trivia,3,212,1,1,1
1891,263065,glaive-code-assist,,2,874,0,1,0
1892,470707,metamath,,2,1363,0,0,0
1893,76522,CamelAI,,2,2670,2,0,0
1894,610161,,,3,763,2,0,0
1895,165652,EvolInstruct_70k,,2,2063,0,0,0
1896,92753,CamelAI,,2,762,0,0,1
1897,386987,glaive-code-assist,,2,2245,2,1,1
1898,905366,,,3,515,2,1,0
1899,610909,,,3,2415,2,1,0
1900,957272,,,2,2520,0,0,0
1901,372730,glaive-code-assist,,2,1619,0,1,0
1902,614610,,,3,998,2,0,0
1903,655079,,,3,2424,2,0,0
1904,660369,,,3,2216,1,1,0
1905,792238,,,3,1847,2,1,1
1906,51616,CamelAI,,2,2985,0,0,1
1907,344994,glaive-code-assist,,2,675,0,1,0
1908,714940,,,3,1344,2,1,0
1909,503705,,,3,3626,2,1,1
1910,79707,CamelAI,,2,497,0,0,1
1911,58028,CamelAI,,2,649,0,0,1
1912,107784,CamelAI,,2,2503,0,0,0
1913,374900,glaive-code-assist,,2,2925,2,1,1
1914,356331,glaive-code-assist,,2,2142,0,1,0
1915,913467,,,3,1092,2,1,1
1916,645008,,,3,227,1,0,1
1917,104092,CamelAI,,2,2344,0,0,1
1918,7283,airoboros2.2,coding,2,2294,0,1,0
1919,754239,,,3,504,2,0,1
1920,582519,,,3,3004,2,1,0
